 Retained Bytes │ Retained % │ Dominator Tree
────────────────┼────────────┼────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
          58065 ┊     48.23% ┊ table[0]
            193 ┊      0.16% ┊       ⤷ alloc::raw_vec::RawVec<T,A>::reserve::do_reserve_and_handle::ha5027ff87fa3b9e4
            192 ┊      0.16% ┊       ⤷ wasm_bindgen_futures::task::singlethread::Task::into_raw_waker::raw_wake::h37a50bbc58c1b4d6
            190 ┊      0.16% ┊       ⤷ alloc::raw_vec::RawVec<T,A>::grow_one::h334ce54131f8206e
            146 ┊      0.12% ┊       ⤷ wasm_bindgen_futures::task::singlethread::Task::into_raw_waker::raw_drop::h192f536890601e9d
            134 ┊      0.11% ┊       ⤷ core::ops::function::FnOnce::call_once{{vtable.shim}}::hf969534aee30ad8d
            115 ┊      0.10% ┊       ⤷ wasm_bindgen_futures::task::singlethread::Task::spawn::h97200fe341917f6b
            115 ┊      0.10% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen_futures::future_to_promise<futures_util::future::try_future::UnwrapOrElse<futures_util::abortable::Abortable<wasm_streams::readable::into_underlying_byte_source::IntoUnderlyingByteSource::pull::{{closure}}>,wasm_streams::readable::into_underlying_byte_source::IntoUnderlyingByteSource::pull::{{closure}}>>::{{closure}}::{{closure}}>::hd58a58835f0eba60
            114 ┊      0.09% ┊       ⤷ js_sys::Function::call1::ha583e3ef6442a208
             34 ┊      0.03% ┊           ⤷ import wbg::__wbg_call_89af060b4e1523f2
            113 ┊      0.09% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen_futures::future_to_promise<wasm_streams::writable::into_underlying_sink::IntoUnderlyingSink::write::{{closure}}>::{{closure}}::{{closure}}>::hb475b7819505f883
            113 ┊      0.09% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen_futures::future_to_promise<futures_util::future::try_future::UnwrapOrElse<futures_util::abortable::Abortable<wasm_streams::readable::into_underlying_source::IntoUnderlyingSource::pull::{{closure}}>,wasm_streams::readable::into_underlying_source::IntoUnderlyingSource::pull::{{closure}}>>::{{closure}}::{{closure}}>::h14a9a87e855aa77f
            105 ┊      0.09% ┊       ⤷ std::panicking::begin_panic::h2e4adb17d7577eb8
             60 ┊      0.05% ┊           ⤷ std::sys_common::backtrace::__rust_end_short_backtrace::hea083c71ee16faf5
             50 ┊      0.04% ┊               ⤷ std::panicking::begin_panic::{{closure}}::h6e83c8c4ba5584ca
            102 ┊      0.08% ┊       ⤷ <std::panicking::begin_panic::Payload<A> as core::panic::PanicPayload>::take_box::h3cd7a38edf343767
            101 ┊      0.08% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen_futures::queue::Queue::new::{{closure}}>::h173a7c1cc3d953ab
             79 ┊      0.07% ┊       ⤷ wasm_bindgen_futures::task::singlethread::Task::into_raw_waker::raw_wake_by_ref::hc825aead80124ddc
             71 ┊      0.06% ┊       ⤷ <alloc::string::String as core::fmt::Write>::write_str::h86d7648bc15e71d0
             71 ┊      0.06% ┊       ⤷ <alloc::string::String as core::fmt::Write>::write_str::h86d7648bc15e71d0
             57 ┊      0.05% ┊       ⤷ core::panicking::panic_const::panic_const_async_fn_resumed::h894fce141ae17943
             56 ┊      0.05% ┊       ⤷ <dyn core::ops::function::FnMut<(A,)>+Output = R as wasm_bindgen::closure::WasmClosure>::describe::destroy::he81911ef6e40fbde
             51 ┊      0.04% ┊       ⤷ wasm_bindgen_futures::task::singlethread::Task::into_raw_waker::raw_clone::h967d2a12b34f6572
             36 ┊      0.03% ┊       ⤷ <T as core::any::Any>::type_id::h6418f7f636566db8
             35 ┊      0.03% ┊       ⤷ <std::panicking::begin_panic::Payload<A> as core::panic::PanicPayload>::get::h19814cbad1c6b69a
             34 ┊      0.03% ┊       ⤷ wasm_bindgen::convert::closures::invoke1_mut::hcc8770029462a45d
             31 ┊      0.03% ┊       ⤷ core::ptr::drop_in_place<<alloc::boxed::Box<dyn core::error::Error+core::marker::Send+core::marker::Sync> as core::convert::From<alloc::string::String>>::from::StringError>::h4d8db10ca982d045
             31 ┊      0.03% ┊       ⤷ core::ptr::drop_in_place<alloc::string::String>::hf211c57873915f63
             16 ┊      0.01% ┊       ⤷ <core::fmt::Error as core::fmt::Debug>::fmt::ha90f6ae3e44e85ff
             15 ┊      0.01% ┊       ⤷ core::fmt::Write::write_fmt::h4a6a8c90e2980ffa
            894 ┊      0.74% ┊   ⤷ core::fmt::Formatter::pad::h250c7f7634420087
            876 ┊      0.73% ┊   ⤷ core::str::count::do_count_chars::h02b1acee3c2a6348
            803 ┊      0.67% ┊   ⤷ js_sys::global::hd5def97f0f2dc1dd
            759 ┊      0.63% ┊       ⤷ std::sys::thread_local::static_local::LazyStorage<T>::initialize::h6ad5b3813b232a2a
            653 ┊      0.54% ┊           ⤷ js_sys::global::get_global_object::hbc51a13b256dea62
             40 ┊      0.03% ┊               ⤷ import wbg::__wbg_globalThis_86b222e13bdf32ed
             39 ┊      0.03% ┊               ⤷ import wbg::__wbg_newnoargs_76313bd6ff35d0f2
             36 ┊      0.03% ┊               ⤷ import wbg::__wbg_window_3bcfc4d31bc012f8
             36 ┊      0.03% ┊               ⤷ import wbg::__wbg_global_e5a3fe56f8be9485
             34 ┊      0.03% ┊               ⤷ import wbg::__wbg_call_1084a111329e68ce
             34 ┊      0.03% ┊               ⤷ import wbg::__wbg_self_3093d5d1f7bcb682
             30 ┊      0.02% ┊               ⤷ import wbg::__wbindgen_is_undefined
            699 ┊      0.58% ┊   ⤷ memmove
            687 ┊      0.57% ┊       ⤷ compiler_builtins::mem::memmove::he3350aaba1c400e1
            654 ┊      0.54% ┊   ⤷ core::fmt::write::h42829ca3e0f26f22
            197 ┊      0.16% ┊   ⤷ memset
            184 ┊      0.15% ┊       ⤷ compiler_builtins::mem::memset::hdffafbe0f830f43d
             89 ┊      0.07% ┊   ⤷ wasm_bindgen::__rt::take_last_exception::h31da92f064ef6a2e
             34 ┊      0.03% ┊   ⤷ import wbg::__wbindgen_object_clone_ref
             24 ┊      0.02% ┊   ⤷ core::fmt::Formatter::write_str::h176be676e1f58cae
             12 ┊      0.01% ┊   ⤷ <str as core::fmt::Display>::fmt::h33f13f5a3a1be0ce
              4 ┊      0.00% ┊   ⤷ type[1]: () -> i32
          31745 ┊     26.37% ┊ "function names" subsection
           4631 ┊      3.85% ┊ dlmalloc::dlmalloc::Dlmalloc<A>::malloc::h7d87142bce80bd29
             59 ┊      0.05% ┊   ⤷ <dlmalloc::sys::System as dlmalloc::Allocator>::alloc::hd0f67e456d688876
           1561 ┊      1.30% ┊ wasm_bindgen::cache::intern::unsafe_get_str::h0456bcf2b38c3053
           1499 ┊      1.24% ┊   ⤷ std::thread::local::LocalKey<T>::with::h17455bf03d86bf96
           1096 ┊      0.91% ┊       ⤷ core::hash::BuildHasher::hash_one::hb4710b9f5d6cc712
            625 ┊      0.52% ┊           ⤷ <core::hash::sip::Hasher<S> as core::hash::Hasher>::write::h680144a4bd995854
              7 ┊      0.01% ┊           ⤷ type[9]: (i32, i32, i32) -> i64
           1244 ┊      1.03% ┊ main
           1192 ┊      0.99% ┊   ⤷ std::rt::lang_start_internal::hd11826c8b61b0248
            746 ┊      0.62% ┊       ⤷ std::sys::sync::once::no_threads::Once::call::he1ac6c327db3169f
            272 ┊      0.23% ┊           ⤷ std::sync::once_lock::OnceLock<T>::initialize::h60c4475fb963ce73
            203 ┊      0.17% ┊               ⤷ std::sys::sync::once::no_threads::Once::call::h3d9596e5796a8f32
            136 ┊      0.11% ┊       ⤷ alloc::sync::arcinner_layout_for_value_layout::hfc3ef75f05895224
             60 ┊      0.05% ┊       ⤷ std::thread::ThreadId::new::exhausted::h29e19d063850e00a
            896 ┊      0.74% ┊ __rust_realloc
            875 ┊      0.73% ┊   ⤷ __rdl_realloc
            764 ┊      0.63% ┊ dlmalloc::dlmalloc::Dlmalloc<A>::free::hd6b7b92e8f462182
            630 ┊      0.52% ┊ export "intounderlyingsink_abort"
            602 ┊      0.50% ┊   ⤷ intounderlyingsink_abort
            451 ┊      0.37% ┊       ⤷ wasm_bindgen_futures::future_to_promise::h9876a49c59b97741
            499 ┊      0.41% ┊ dlmalloc::dlmalloc::Dlmalloc<A>::dispose_chunk::hfe895838d0e0c8e0
            495 ┊      0.41% ┊ core::ptr::drop_in_place<futures_util::future::try_future::UnwrapOrElse<futures_util::abortable::Abortable<wasm_streams::readable::into_underlying_byte_source::IntoUnderlyingByteSource::pull::{{closure}}>,wasm_streams::readable::into_underlying_byte_source::IntoUnderlyingByteSource::pull::{{closure}}>>::ha409470474c2a3c3
            493 ┊      0.41% ┊ export "intounderlyingbytesource_pull"
            461 ┊      0.38% ┊   ⤷ intounderlyingbytesource_pull
            452 ┊      0.38% ┊ export "intounderlyingsink_close"
            424 ┊      0.35% ┊   ⤷ intounderlyingsink_close
            279 ┊      0.23% ┊       ⤷ wasm_bindgen_futures::future_to_promise::h4ced7252f9b3a7d7
            436 ┊      0.36% ┊ export "__wbg_intounderlyingsource_free"
            402 ┊      0.33% ┊   ⤷ __wbg_intounderlyingsource_free
            426 ┊      0.35% ┊ export "intounderlyingsource_pull"
            398 ┊      0.33% ┊   ⤷ intounderlyingsource_pull
            417 ┊      0.35% ┊ core::ptr::drop_in_place<futures_util::future::try_future::UnwrapOrElse<futures_util::abortable::Abortable<wasm_streams::readable::into_underlying_source::IntoUnderlyingSource::pull::{{closure}}>,wasm_streams::readable::into_underlying_source::IntoUnderlyingSource::pull::{{closure}}>>::h3d6fef60e5462849
            400 ┊      0.33% ┊ export "intounderlyingsource_cancel"
            370 ┊      0.31% ┊   ⤷ intounderlyingsource_cancel
            383 ┊      0.32% ┊ core::ptr::drop_in_place<wasm_streams::writable::into_underlying_sink::IntoUnderlyingSink::write::{{closure}}>::hcdc63aeaeba7ec0b
            380 ┊      0.32% ┊ dlmalloc::dlmalloc::Dlmalloc<A>::unlink_chunk::h63e4838ff5c445a2
            370 ┊      0.31% ┊ dlmalloc::dlmalloc::Dlmalloc<A>::memalign::h5e1e33ead276ad15
            370 ┊      0.31% ┊ <alloc::rc::Rc<T,A> as core::ops::drop::Drop>::drop::h9a1bbb1b642ff61e
            336 ┊      0.28% ┊ memcpy
            324 ┊      0.27% ┊   ⤷ compiler_builtins::mem::memcpy::h6a01844efc49c0e5
            334 ┊      0.28% ┊ core::panicking::panic_fmt::hb859252f4b513814
            272 ┊      0.23% ┊   ⤷ rust_begin_unwind
            203 ┊      0.17% ┊       ⤷ std::sys_common::backtrace::__rust_end_short_backtrace::h36214b32c979e4c1
            193 ┊      0.16% ┊           ⤷ std::panicking::begin_panic_handler::{{closure}}::hec06b0d4affd51e6
            331 ┊      0.27% ┊ dlmalloc::dlmalloc::Dlmalloc<A>::insert_large_chunk::haf9b3a56677ca08a
            323 ┊      0.27% ┊ <alloc::rc::Rc<T,A> as core::ops::drop::Drop>::drop::hcf42b661c73d1ee7
            310 ┊      0.26% ┊ core::ptr::drop_in_place<wasm_streams::readable::into_underlying_byte_source::IntoUnderlyingByteSource>::h98fd91a30a048c65
            309 ┊      0.26% ┊ export "__wbg_intounderlyingsink_free"
            276 ┊      0.23% ┊   ⤷ __wbg_intounderlyingsink_free
            294 ┊      0.24% ┊ export "intounderlyingbytesource_type"
            261 ┊      0.22% ┊   ⤷ intounderlyingbytesource_type
            279 ┊      0.23% ┊ std::panicking::rust_panic_with_hook::h47bd3d747ed79dc3
             18 ┊      0.01% ┊   ⤷ rust_panic
              5 ┊      0.00% ┊       ⤷ __rust_start_panic
            252 ┊      0.21% ┊ export "intounderlyingsink_write"
            224 ┊      0.19% ┊   ⤷ intounderlyingsink_write
            245 ┊      0.20% ┊ export "__wbg_intounderlyingbytesource_free"
            206 ┊      0.17% ┊   ⤷ __wbg_intounderlyingbytesource_free
            206 ┊      0.17% ┊ export "intounderlyingbytesource_cancel"
            171 ┊      0.14% ┊   ⤷ intounderlyingbytesource_cancel
            201 ┊      0.17% ┊ export "intounderlyingbytesource_start"
            167 ┊      0.14% ┊   ⤷ intounderlyingbytesource_start
            196 ┊      0.16% ┊ <alloc::rc::Rc<T,A> as core::ops::drop::Drop>::drop::hbd700a6156e5db54
            183 ┊      0.15% ┊ export "_ZN136__LT_dyn_u20_core__ops__function__FnMut_LT__LP_A_C__RP__GT__u2b_Output_u20__u3d__u20_R_u20_as_u20_wasm_bindgen__closure__WasmClosure_GT_8describe6invoke17hd299c41ecf5af440E"
            181 ┊      0.15% ┊ export "intounderlyingbytesource_autoAllocateChunkSize"
            131 ┊      0.11% ┊   ⤷ intounderlyingbytesource_autoAllocateChunkSize
            125 ┊      0.10% ┊ core::result::unwrap_failed::h9c8291f73d3ee71a
            114 ┊      0.09% ┊ __rust_dealloc
            100 ┊      0.08% ┊   ⤷ __rdl_dealloc
            100 ┊      0.08% ┊ futures_util::abortable::AbortHandle::new_pair::h36923aa4eba6b383
             97 ┊      0.08% ┊ futures_util::abortable::AbortHandle::abort::h1d2d922ba1b7d8fc
             73 ┊      0.06% ┊   ⤷ futures_core::task::__internal::atomic_waker::AtomicWaker::wake::h3849a78ddc3f7902
             89 ┊      0.07% ┊ memcmp
             76 ┊      0.06% ┊   ⤷ compiler_builtins::mem::memcmp::h0161c33af60bef75
             85 ┊      0.07% ┊ export "__wbindgen_malloc"
             64 ┊      0.05% ┊   ⤷ __wbindgen_malloc
             83 ┊      0.07% ┊ alloc::raw_vec::handle_error::h604585f1a2687b06
             60 ┊      0.05% ┊   ⤷ alloc::raw_vec::capacity_overflow::hc809446e6f85bb51
             81 ┊      0.07% ┊ alloc::sync::Arc<T,A>::drop_slow::hfd53c937aa1c1450
             78 ┊      0.06% ┊ core::cell::panic_already_borrowed::hf06b3e0f393df82e
             78 ┊      0.06% ┊ core::cell::panic_already_mutably_borrowed::h445a5bf3c893047c
             75 ┊      0.06% ┊ export "__wbindgen_realloc"
             53 ┊      0.04% ┊   ⤷ __wbindgen_realloc
             71 ┊      0.06% ┊ export "_ZN12wasm_bindgen7convert8closures11invoke2_mut17h38dfe0f3a100d7c4E"
             68 ┊      0.06% ┊ core::panicking::panic::hff86462b5c0334db
             67 ┊      0.06% ┊ export "__wbindgen_exn_store"
             43 ┊      0.04% ┊   ⤷ __wbindgen_exn_store
             52 ┊      0.04% ┊ alloc::alloc::handle_alloc_error::he71533634a7a5ac5
             40 ┊      0.03% ┊   ⤷ __rust_alloc_error_handler
             28 ┊      0.02% ┊       ⤷ __rg_oom
             48 ┊      0.04% ┊ export "__wbindgen_add_to_stack_pointer"
             13 ┊      0.01% ┊   ⤷ __wbindgen_add_to_stack_pointer
             43 ┊      0.04% ┊ __rust_alloc
             25 ┊      0.02% ┊   ⤷ __rdl_alloc
             43 ┊      0.04% ┊ js_sys::Promise::new::hb9e184ad746c9331
             33 ┊      0.03% ┊   ⤷ import wbg::__wbg_new_b85e72ed1bfd57f9
             40 ┊      0.03% ┊ export "__wbindgen_free"
             21 ┊      0.02% ┊   ⤷ __wbindgen_free
             36 ┊      0.03% ┊ wasm_bindgen::convert::closures::invoke2_mut::h38dfe0f3a100d7c4
             34 ┊      0.03% ┊ <dyn core::ops::function::FnMut<(A,)>+Output = R as wasm_bindgen::closure::WasmClosure>::describe::invoke::hd299c41ecf5af440
             34 ┊      0.03% ┊ wasm_bindgen::throw_str::h449ee6dc80cfd8fa
             23 ┊      0.02% ┊   ⤷ import wbg::__wbindgen_throw
             33 ┊      0.03% ┊ import wbg::__wbindgen_object_drop_ref
             33 ┊      0.03% ┊ export "__wbindgen_start"
             13 ┊      0.01% ┊   ⤷ code[288]
             32 ┊      0.03% ┊ data[1]
             31 ┊      0.03% ┊ "module name" subsection
             22 ┊      0.02% ┊ export "__wbindgen_export_2"
             18 ┊      0.01% ┊ custom section '.debug_line_str' headers
             18 ┊      0.01% ┊ custom section '.debug_rnglists' headers
             18 ┊      0.01% ┊ custom section '.debug_loclists' headers
             18 ┊      0.01% ┊ custom section 'target_features' headers
             17 ┊      0.01% ┊ core::option::unwrap_failed::h3135ea563cdcf5b2
             16 ┊      0.01% ┊ wasm_bindgen::__rt::borrow_fail::ha1aee352c4012e90
             16 ┊      0.01% ┊ custom section '.debug_abbrev' headers
             16 ┊      0.01% ┊ custom section '.debug_ranges' headers
             15 ┊      0.01% ┊ wasm_bindgen::__rt::throw_null::h6cc38a277b4b99d1
             15 ┊      0.01% ┊ custom section '.debug_frame' headers
             14 ┊      0.01% ┊ custom section '.debug_line' headers
             14 ┊      0.01% ┊ custom section '.debug_info' headers
             13 ┊      0.01% ┊ custom section '.debug_str' headers
             13 ┊      0.01% ┊ custom section '.debug_loc' headers
             12 ┊      0.01% ┊ custom section 'producers' headers
             12 ┊      0.01% ┊ custom section '.eh_frame' headers
             11 ┊      0.01% ┊ export "memory"
              2 ┊      0.00% ┊   ⤷ memory[0]
             11 ┊      0.01% ┊ code section headers
              9 ┊      0.01% ┊ type[13]: (i32, i32, i32, i32, i32) -> i32
              9 ┊      0.01% ┊ type[14]: (i32, i32, i32, i32, i32, i32) -> nil
              9 ┊      0.01% ┊ custom section 'name' headers
              8 ┊      0.01% ┊ type[11]: (i32, i32, i32, i32) -> i32
              8 ┊      0.01% ┊ type[12]: (i32, i32, i32, i32, i32) -> nil
              8 ┊      0.01% ┊ global[0]
              8 ┊      0.01% ┊ export "main"
              8 ┊      0.01% ┊ wasm_bindgen::__rt::malloc_failure::hf02886614f590e98
              8 ┊      0.01% ┊ wasm magic bytes
              7 ┊      0.01% ┊ type[8]: (i32, i32, i32) -> i32
              7 ┊      0.01% ┊ type[10]: (i32, i32, i32, i32) -> nil
              6 ┊      0.00% ┊ type[5]: (i32, i32) -> i32
              6 ┊      0.00% ┊ type[7]: (i32, i32, i32) -> nil
              5 ┊      0.00% ┊ type[3]: (i32) -> i32
              5 ┊      0.00% ┊ type[4]: (i32, i32) -> nil
              5 ┊      0.00% ┊ std::process::abort::hf4455f66b24b9537
              4 ┊      0.00% ┊ type[2]: (i32) -> nil
              4 ┊      0.00% ┊ type section headers
              4 ┊      0.00% ┊ import section headers
              4 ┊      0.00% ┊ export section headers
              4 ┊      0.00% ┊ element section headers
              4 ┊      0.00% ┊ data section headers
              3 ┊      0.00% ┊ type[0]: () -> nil
              3 ┊      0.00% ┊ table section headers
              3 ┊      0.00% ┊ memory section headers
              3 ┊      0.00% ┊ global section headers
           9654 ┊      8.02% ┊ [17 Unreachable Items]
